Timestamp,Value
10-Apr-22 9:00:42 AM CDT,On
10-Apr-22 4:00:16 PM CDT,Off
11-Apr-22 7:00:40 AM CDT,On
11-Apr-22 5:00:22 PM CDT,Off
12-Apr-22 7:00:39 AM CDT,On
12-Apr-22 5:00:18 PM CDT,Off
13-Apr-22 7:00:34 AM CDT,On
13-Apr-22 5:00:18 PM CDT,Off
14-Apr-22 7:00:41 AM CDT,On
14-Apr-22 5:00:16 PM CDT,Off
15-Apr-22 7:00:41 AM CDT,On
15-Apr-22 5:00:15 PM CDT,Off
16-Apr-22 9:00:34 AM CDT,On
16-Apr-22 4:00:15 PM CDT,Off
17-Apr-22 9:00:41 AM CDT,On
17-Apr-22 4:00:19 PM CDT,Off
18-Apr-22 7:00:37 AM CDT,On
18-Apr-22 5:00:17 PM CDT,Off
19-Apr-22 7:00:44 AM CDT,On
19-Apr-22 5:00:16 PM CDT,Off
20-Apr-22 7:00:41 AM CDT,On
20-Apr-22 5:00:19 PM CDT,Off
21-Apr-22 7:00:39 AM CDT,On
21-Apr-22 5:00:15 PM CDT,Off
22-Apr-22 7:00:35 AM CDT,On
22-Apr-22 5:00:16 PM CDT,Off
23-Apr-22 9:00:42 AM CDT,On
23-Apr-22 4:00:15 PM CDT,Off
24-Apr-22 9:00:41 AM CDT,On
24-Apr-22 4:00:13 PM CDT,Off
25-Apr-22 7:00:41 AM CDT,On
25-Apr-22 5:00:16 PM CDT,Off
26-Apr-22 7:00:43 AM CDT,On
26-Apr-22 5:00:15 PM CDT,Off
27-Apr-22 7:00:36 AM CDT,On
27-Apr-22 5:00:19 PM CDT,Off
28-Apr-22 7:00:35 AM CDT,On
28-Apr-22 5:00:14 PM CDT,Off
29-Apr-22 7:00:38 AM CDT,On
29-Apr-22 5:00:19 PM CDT,Off
30-Apr-22 9:00:37 AM CDT,On
30-Apr-22 4:00:15 PM CDT,Off
01-May-22 9:00:38 AM CDT,On
01-May-22 4:00:14 PM CDT,Off
02-May-22 7:00:43 AM CDT,On
02-May-22 5:00:13 PM CDT,Off
03-May-22 7:00:41 AM CDT,On
03-May-22 5:00:14 PM CDT,Off
04-May-22 7:00:41 AM CDT,On
04-May-22 5:00:16 PM CDT,Off
05-May-22 7:00:38 AM CDT,On
05-May-22 5:00:17 PM CDT,Off
06-May-22 7:00:40 AM CDT,On
06-May-22 5:00:18 PM CDT,Off
07-May-22 9:00:36 AM CDT,On
07-May-22 4:00:24 PM CDT,Off
08-May-22 9:00:41 AM CDT,On
08-May-22 4:00:14 PM CDT,Off
09-May-22 7:00:37 AM CDT,On
09-May-22 5:00:20 PM CDT,Off
10-May-22 7:00:41 AM CDT,On
10-May-22 5:00:19 PM CDT,Off
11-May-22 7:00:38 AM CDT,On
11-May-22 5:00:17 PM CDT,Off
12-May-22 6:39:54 AM CDT,Off
12-May-22 6:40:06 AM CDT,Off
12-May-22 6:40:48 AM CDT,Off
12-May-22 6:40:49 AM CDT,Off
12-May-22 7:00:34 AM CDT,On
12-May-22 5:00:14 PM CDT,Off
13-May-22 7:00:34 AM CDT,On
13-May-22 5:00:18 PM CDT,Off
14-May-22 9:00:36 AM CDT,On
14-May-22 4:00:17 PM CDT,Off
15-May-22 9:00:37 AM CDT,On
15-May-22 4:00:16 PM CDT,Off
16-May-22 7:00:35 AM CDT,On
16-May-22 5:00:16 PM CDT,Off
17-May-22 7:00:35 AM CDT,On
17-May-22 5:04:46 PM CDT,Off
18-May-22 7:00:37 AM CDT,On
18-May-22 9:43:44 PM CDT,Off
19-May-22 7:00:35 AM CDT,On
19-May-22 5:00:15 PM CDT,Off
20-May-22 7:00:34 AM CDT,On
20-May-22 7:22:25 AM CDT,Off
20-May-22 7:24:56 AM CDT,On
20-May-22 5:00:14 PM CDT,Off
21-May-22 9:00:37 AM CDT,On
21-May-22 4:00:15 PM CDT,Off
22-May-22 9:00:34 AM CDT,On
22-May-22 4:00:14 PM CDT,Off
23-May-22 7:00:34 AM CDT,On
23-May-22 5:00:16 PM CDT,Off
24-May-22 7:00:34 AM CDT,On
24-May-22 5:00:17 PM CDT,Off
25-May-22 7:00:34 AM CDT,On
25-May-22 5:00:14 PM CDT,Off
26-May-22 7:00:35 AM CDT,On
26-May-22 5:00:15 PM CDT,Off
27-May-22 7:00:35 AM CDT,On
27-May-22 5:21:50 PM CDT,Off
28-May-22 9:00:35 AM CDT,On
28-May-22 4:00:17 PM CDT,Off
29-May-22 9:00:34 AM CDT,On
31-May-22 6:52:00 AM CDT,Off
31-May-22 6:58:40 AM CDT,On
31-May-22 5:00:16 PM CDT,Off
01-Jun-22 7:00:35 AM CDT,On
01-Jun-22 5:00:17 PM CDT,Off
02-Jun-22 7:00:34 AM CDT,On
02-Jun-22 5:00:18 PM CDT,Off
03-Jun-22 7:00:38 AM CDT,On
03-Jun-22 5:00:15 PM CDT,Off
04-Jun-22 9:00:34 AM CDT,On
04-Jun-22 4:00:20 PM CDT,Off
05-Jun-22 9:00:37 AM CDT,On
05-Jun-22 4:00:18 PM CDT,Off
06-Jun-22 7:00:36 AM CDT,On
